City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Rain inches (last 3 hrs),Snow inches (last 3 hrs)
466,Namerikawa,JP,2020-01-04 20:08:26,36.77,137.34,37.99,87,98,13.38,light snow,0.0,0.94
467,Kamenka,MD,2020-01-04 20:08:26,48.03,28.7,35.01,89,94,9.42,overcast clouds,0.0,0.0
468,Sinnai,IT,2020-01-04 20:08:27,39.3,9.2,55.4,87,20,8.05,few clouds,0.0,0.0
469,Codrington,AU,2020-01-04 20:08:27,-28.95,153.24,71.6,93,0,5.66,clear sky,0.0,0.0
470,Cururupu,BR,2020-01-04 20:10:43,-1.82,-44.87,76.77,91,100,2.42,light rain,3.0,0.0
471,Vrangel,RU,2020-01-04 20:08:27,42.73,133.08,24.01,66,0,21.27,clear sky,0.0,0.0
472,Nieuw Nickerie,SR,2020-01-04 20:08:28,5.94,-56.99,78.76,79,100,11.56,overcast clouds,0.0,0.0
473,Porto Novo,BR,2020-01-04 20:08:28,-23.68,-45.44,69.8,88,75,6.93,thunderstorm with heavy rain,0.0,0.0
474,Beringovskiy,RU,2020-01-04 20:08:28,63.05,179.32,-8.45,75,0,17.96,clear sky,0.0,0.0
475,Dzaoudzi,YT,2020-01-04 20:08:28,-12.79,45.27,78.8,88,100,5.82,overcast clouds,0.0,0.0
476,Muros,ES,2020-01-04 20:08:29,42.77,-9.06,52.0,100,0,4.7,clear sky,0.0,0.0
477,Aswan,EG,2020-01-04 20:08:29,24.09,32.9,47.93,56,0,10.71,clear sky,0.0,0.0
478,Agadir,MA,2020-01-04 20:08:29,30.42,-9.58,57.2,76,0,6.93,clear sky,0.0,0.0
479,Knysna,ZA,2020-01-04 20:08:30,-34.04,23.05,68.0,94,28,2.24,scattered clouds,0.0,0.0
480,Garden City,US,2020-01-04 20:08:30,43.62,-116.24,48.0,60,90,8.05,overcast clouds,0.0,0.0
481,Tonantins,BR,2020-01-04 20:08:30,-2.86,-67.77,85.66,68,91,2.37,light rain,0.44,0.0
482,Zharkent,KZ,2020-01-04 20:08:31,44.17,80.0,19.62,81,100,3.69,overcast clouds,0.0,0.0
483,Yerbogachen,RU,2020-01-04 20:08:31,61.28,108.01,-2.88,94,82,6.31,broken clouds,0.0,0.0
484,Yerazgavors,AM,2020-01-04 20:08:31,40.7,43.78,24.8,85,99,3.04,overcast clouds,0.0,0.0
485,Coquimbo,CL,2020-01-04 20:08:31,-29.95,-71.34,66.2,72,40,13.87,scattered clouds,0.0,0.0
486,Avera,US,2020-01-04 20:08:23,33.19,-82.53,68.0,55,90,6.93,overcast clouds,0.0,0.0
487,Nago,IT,2020-01-04 20:08:32,45.88,10.89,44.01,86,0,3.36,clear sky,0.0,0.0
488,Praia,BR,2020-01-04 20:08:32,-20.25,-43.81,77.0,73,75,3.36,broken clouds,0.0,0.0
489,Muisne,EC,2020-01-04 20:10:49,0.61,-80.02,84.2,79,75,11.41,broken clouds,0.0,0.0
490,Carnot,CF,2020-01-04 20:08:32,4.94,15.87,76.6,20,69,9.42,broken clouds,0.0,0.0
491,Inhambane,MZ,2020-01-04 20:07:15,-23.87,35.38,78.93,80,20,13.56,few clouds,0.0,0.0
492,Armizonskoye,RU,2020-01-04 20:08:33,55.95,67.67,16.02,94,100,12.88,overcast clouds,0.0,0.0
493,San Carlos De Bariloche,AR,2020-01-04 20:08:33,-41.13,-71.31,73.4,17,0,23.04,clear sky,0.0,0.0
494,Shasta Lake,US,2020-01-04 20:08:33,40.68,-122.36,55.0,70,1,2.44,clear sky,0.0,0.0
495,Bose,IT,2020-01-04 20:08:34,45.46,8.01,46.0,60,0,3.36,clear sky,0.0,0.0
496,Cleburne,US,2020-01-04 20:08:34,32.35,-97.39,63.0,33,1,4.7,clear sky,0.0,0.0
497,Kirakira,SB,2020-01-04 20:08:34,-10.46,161.92,80.55,84,63,10.96,light rain,0.19,0.0
498,Kalmunai,LK,2020-01-04 20:07:53,7.42,81.82,81.66,75,6,8.43,clear sky,0.0,0.0
499,Yaring,TH,2020-01-04 20:10:51,6.87,101.37,80.76,75,100,20.0,overcast clouds,0.0,0.0
500,Flagstaff,US,2020-01-04 20:05:01,35.2,-111.65,59.0,23,1,8.05,clear sky,0.0,0.0
501,Ust-Ilimsk,RU,2020-01-04 20:08:35,57.96,102.73,17.47,93,97,8.63,overcast clouds,0.0,0.0
502,Warrington,GB,2020-01-04 20:08:35,53.39,-2.59,45.0,87,40,5.82,scattered clouds,0.0,0.0
503,Oyotun,PE,2020-01-04 20:08:36,-6.85,-79.3,66.2,29,100,19.46,overcast clouds,0.0,0.0
504,Nalut,LY,2020-01-04 20:08:36,31.86,10.98,47.68,38,0,5.03,clear sky,0.0,0.0
505,Nambucca Heads,AU,2020-01-04 20:08:36,-30.64,152.99,71.6,83,0,10.29,clear sky,0.0,0.0
506,Trairi,BR,2020-01-04 20:08:36,-3.28,-39.27,79.65,68,97,4.43,overcast clouds,0.0,0.0
507,Dingle,PH,2020-01-04 20:08:37,11.0,122.67,71.56,94,4,10.02,light rain,0.13,0.0
508,Kenai,US,2020-01-04 20:08:37,60.55,-151.26,-0.99,75,1,8.7,clear sky,0.0,0.0
509,Orumiyeh,IR,2020-01-04 20:08:28,37.55,45.08,30.2,100,90,2.24,light snow,0.0,0.0
510,Calvinia,ZA,2020-01-04 20:08:37,-31.47,19.78,64.94,44,56,9.24,broken clouds,0.0,0.0
511,Vardo,US,2020-01-04 20:08:37,39.62,-77.74,57.2,71,90,12.75,light rain,0.0,0.0
512,Baculin,PH,2020-01-04 20:08:38,7.45,126.58,69.55,92,18,4.88,light rain,0.25,0.0
513,Yaan,NG,2020-01-04 20:08:38,7.38,8.57,75.11,23,30,6.02,scattered clouds,0.0,0.0
514,Mersing,MY,2020-01-04 20:08:38,2.43,103.84,79.63,82,94,18.3,light rain,0.19,0.0
515,Victor Harbor,AU,2020-01-04 20:08:39,-35.55,138.62,57.99,87,90,8.05,light rain,0.0,0.0
516,Saint-Ambroise,CA,2020-01-04 20:08:39,48.56,-71.32,24.8,79,90,9.17,light snow,0.0,0.0
517,Hobyo,SO,2020-01-04 20:06:05,5.35,48.53,77.72,81,0,14.45,clear sky,0.0,0.0
518,Nabire,ID,2020-01-04 20:08:39,-3.36,135.5,72.39,98,100,1.7,light rain,2.88,0.0
519,Constitucion,MX,2020-01-04 20:08:40,23.99,-104.67,55.99,25,5,3.36,clear sky,0.0,0.0
520,Sukumo,JP,2020-01-04 20:08:40,32.94,132.72,46.62,69,18,15.26,few clouds,0.0,0.0
521,Naze,NG,2020-01-04 20:08:40,5.43,7.07,78.8,57,100,4.7,smoke,0.0,0.0
522,Bisira,PA,2020-01-04 20:08:41,8.52,-81.71,76.71,64,90,8.34,overcast clouds,0.0,0.0
523,Puerto Del Rosario,ES,2020-01-04 20:08:41,28.5,-13.86,64.4,68,20,10.29,few clouds,0.0,0.0
524,Hailun,CN,2020-01-04 20:08:41,47.46,126.97,-7.37,97,18,6.85,few clouds,0.0,0.0
525,Fallon,US,2020-01-04 20:08:41,46.84,-105.12,42.01,60,1,11.41,clear sky,0.0,0.0
526,Monteagudo,BO,2020-01-04 20:08:41,-19.8,-63.96,89.6,40,40,3.56,scattered clouds,0.0,0.0
527,Mashhad,IR,2020-01-04 20:06:12,36.3,59.61,37.4,100,90,4.7,mist,0.0,0.0
528,Birjand,IR,2020-01-04 20:08:42,32.86,59.22,42.8,87,90,16.11,moderate rain,0.0,0.0
529,Oblivskaya,RU,2020-01-04 20:08:42,48.54,42.5,30.07,89,0,10.65,clear sky,0.0,0.0
530,Dali,CN,2020-01-04 20:08:42,34.79,109.94,34.5,94,100,23.04,snow,0.0,3.38
531,Tamboril,BR,2020-01-04 20:08:43,-4.83,-40.32,80.87,73,100,2.08,light rain,1.5,0.0
532,Cherdyn,RU,2020-01-04 20:08:43,60.4,56.48,29.41,95,100,7.7,light snow,0.0,0.19
533,Portland,US,2020-01-04 20:08:43,43.66,-70.25,39.99,80,90,6.93,light rain,0.0,0.0
534,Pustoshka,RU,2020-01-04 20:08:43,56.34,29.37,30.24,81,79,10.47,broken clouds,0.0,0.0
535,Norton,US,2020-01-04 20:08:44,41.97,-71.19,46.0,100,100,6.93,light rain,0.0,0.0
536,Mackay,CA,2020-01-04 20:08:44,53.65,-115.58,30.2,86,75,11.41,broken clouds,0.0,0.0
537,Tsnori,GE,2020-01-04 20:08:44,41.62,45.98,30.2,92,20,4.7,few clouds,0.0,0.0
538,Mitsamiouli,KM,2020-01-04 20:08:45,-11.38,43.28,81.81,79,100,5.91,overcast clouds,0.0,0.0
539,La Rioja,AR,2020-01-04 20:08:45,-29.41,-66.86,83.44,31,0,7.14,clear sky,0.0,0.0
540,Burnie,AU,2020-01-04 20:08:45,-41.05,145.91,55.0,70,100,5.01,overcast clouds,0.0,0.0
541,Tomatlan,MX,2020-01-04 20:08:45,19.93,-105.25,86.68,21,49,5.01,scattered clouds,0.0,0.0
542,Colomi,BO,2020-01-04 20:08:46,-17.34,-65.87,75.2,44,75,8.05,broken clouds,0.0,0.0
